original_order,Image_name,prop_ungerminated,prop_chlorotic,,number_seeds,ungerminated_seeds,chlorotic_seedlings,anything_else_interesting,date
796,2-A-0958.jpg,0,0,,12,0,0,,1/9/21
797,2-A-0959.jpg,0.083333333,0,,12,1,0,,1/9/21
798,2-A-0960.jpg,0.083333333,0,,12,1,0,,1/9/21
799,2-A-0961.jpg,0,0.416666667,,12,0,5,,1/9/21
800,2-A-0962.jpg,0,0,,12,0,0,,1/10/21
801,2-A-0963.jpg,0,0,,4,0,0,,1/10/21
802,2-A-0965.jpg,0,0,,12,0,0,,1/10/21
803,2-A-0968.jpg,0,0,,12,0,0,,1/10/21
804,2-A-0969.jpg,0,0.083333333,,12,0,1,,1/10/21
805,2-A-0970.jpg,0,0.25,,12,0,3,,1/10/21
806,2-A-0971.jpg,0,0,,12,0,0,,1/10/21
807,2-A-0972.jpg,0.083333333,0,,12,1,0,,1/10/21
808,2-A-0973.jpg,0,0,,12,0,0,,1/10/21
809,2-A-0974.jpg,0,0,,12,0,0,,1/10/21
810,2-A-0975.jpg,0,0,,12,0,0,,1/10/21
811,2-A-0976.jpg,0,0,,12,0,0,,1/10/21
812,2-A-0977.jpg,0,0,,12,0,0,,1/10/21
813,2-A-0978.jpg,0.083333333,0,,12,1,0,,1/10/21
814,2-A-0979.jpg,0.083333333,0,,12,1,0,,1/10/21
815,2-A-0980.jpg,0,0,,5,0,0,,1/10/21
816,2-A-0981.jpg,0,0,,12,0,0,,1/10/21
817,2-A-0982.jpg,0,0,,12,0,0,,1/10/21
818,2-A-0984.jpg,0,0,,12,0,0,,1/10/21
819,2-A-0985.jpg,0,0,,12,0,0,,1/10/21
820,2-A-0986.jpg,0,0,,12,0,0,,1/10/21
821,2-A-0987.jpg,0,0,,12,0,0,,1/10/21
822,2-A-0988.jpg,0.090909091,0,,11,1,0,,1/10/21
823,2-A-0989.jpg,0,0,,8,0,0,,1/10/21
824,2-A-0990.jpg,0.125,0.25,,8,1,2,,1/10/21
825,2-A-0992.jpg,0.083333333,0,,12,1,0,,1/10/21
826,2-A-0993.jpg,0.083333333,0,,12,1,0,,1/10/21
827,2-A-0994.jpg,0,0,,12,0,0,,1/10/21
828,2-A-0995.jpg,0.25,0,,12,3,0,,1/10/21
829,2-A-0996.jpg,0,0,,12,0,0,,1/10/21
830,2-A-0997.jpg,0,0,,12,0,0,,1/10/21
831,2-A-0998.jpg,0,0,,8,0,0,,1/10/21
832,2-A-1000.jpg,0,0,,9,0,0,,1/10/21
833,2-A-1003.jpg,0,0,,12,0,0,,1/10/21
834,2-A-1004.jpg,0,0,,12,0,0,,1/10/21
835,2-A-1005.jpg,0,0.166666667,,12,0,2,,1/10/21
836,2-A-1006.jpg,0.083333333,0,,12,1,0,,1/10/21
837,2-A-1007.jpg,0,0,,12,0,0,,1/10/21
838,2-A-1008.jpg,0,0,,12,0,0,,1/10/21
839,2-A-1009.jpg,0,0,,12,0,0,,1/10/21
840,2-A-1010.jpg,0.083333333,0,,12,1,0,,1/10/21
841,2-A-1011.jpg,0.083333333,0,,12,1,0,,1/10/21
842,2-A-1012.jpg,0.083333333,0,,12,1,0,,1/10/21
843,2-A-1013.jpg,0,0.083333333,,12,0,1,,1/10/21
844,2-A-1014.jpg,0,0,,12,0,0,,1/10/21
845,2-A-1015.jpg,0,0,,12,0,0,,1/10/21
846,2-A-1016.jpg,0,0,,12,0,0,,1/10/21
847,2-A-1018.jpg,0.083333333,0,,12,1,0,,1/10/21
848,2-A-1021.jpg,0,0.083333333,,12,0,1,,1/10/21
849,2-A-1023.jpg,0,0,,12,0,0,,1/10/21
850,2-A-1024.jpg,0.083333333,0,,12,1,0,,1/10/21
851,2-A-1025.jpg,0,0,,12,0,0,,1/10/21
852,2-A-1026.jpg,0.083333333,0,,12,1,0,,1/10/21
853,2-A-1027.jpg,0.25,0,,12,3,0,,1/10/21
854,2-A-1028.jpg,0,0,,12,0,0,,1/10/21
855,2-A-1029.jpg,0,0,,12,0,0,,1/10/21
856,2-A-1030.jpg,0,0.083333333,,12,0,1,,1/10/21
857,2-A-1031.jpg,0.083333333,0,,12,1,0,,1/10/21
858,2-A-1032.jpg,0.333333333,0,,12,4,0,,1/10/21
859,2-A-1033.jpg,0,0,,12,0,0,,1/10/21
860,2-A-1034.jpg,0,0,,12,0,0,,1/10/21
861,2-A-1035.jpg,0.142857143,0,,7,1,0,,1/10/21
862,2-A-1040.jpg,0,0,,12,0,0,,1/10/21
863,2-A-1041.jpg,0.083333333,0,,12,1,0,,1/10/21
864,2-A-1042.jpg,0.083333333,0,,12,1,0,,1/10/21
865,2-A-1043.jpg,0,0,,11,0,0,,1/10/21
866,2-A-1044.jpg,0.083333333,0,,12,1,0,,1/10/21
867,2-A-1045.jpg,0.166666667,0,,12,2,0,,1/10/21
868,2-A-1046.jpg,0,0,,12,0,0,,1/10/21
869,2-A-1047.jpg,0,0,,12,0,0,,1/10/21
870,2-A-1048.jpg,0.166666667,0,,12,2,0,,1/10/21
871,2-A-1049.jpg,0.083333333,0,,12,1,0,,1/10/21
872,2-A-1050.jpg,0,0,,12,0,0,,1/10/21
873,2-A-1051.jpg,0,0,,12,0,0,,1/10/21
874,2-A-1052.jpg,0,0,,12,0,0,,1/10/21
875,2-A-1055.jpg,0,0,,12,0,0,,1/10/21
876,2-A-1056.jpg,0.166666667,0,,12,2,0,,1/10/21
877,2-A-1057.jpg,0,0,,12,0,0,,1/10/21
878,2-A-1058.jpg,0.166666667,0,,12,2,0,,1/10/21
879,2-A-1059.jpg,0,0,,12,0,0,,1/10/21
880,2-A-1060.jpg,0.083333333,0,,12,1,0,,1/10/21
881,2-A-1061.jpg,0,0,,12,0,0,,1/10/21
882,2-A-1062.jpg,0,0,,12,0,0,,1/10/21
883,2-A-1063.jpg,0,0,,12,0,0,,1/10/21
884,2-A-1064.jpg,0,0,,12,0,0,,1/10/21
885,2-A-1065.jpg,0,0,,12,0,0,,1/10/21
886,2-A-1066.jpg,0.083333333,0,,12,1,0,,1/10/21
887,2-A-1067.jpg,0.083333333,0,,12,1,0,,1/10/21
888,2-A-1068.jpg,0,0,,12,0,0,,1/10/21
889,2-A-1069.jpg,0,0,,12,0,0,,1/10/21
890,2-A-1071.jpg,0,0,,12,0,0,,1/10/21
891,2-A-1072.jpg,0,0.166666667,,12,0,2,,1/10/21
892,2-A-1073.jpg,0,0,,12,0,0,,1/10/21
893,2-A-1074.jpg,0,0,,12,0,0,,1/10/21
894,2-A-1075.jpg,0,0,,12,0,0,,1/10/21
895,2-A-1076.jpg,0,0,,12,0,0,,1/10/21
896,2-A-1077.jpg,0,0,,12,0,0,,1/10/21
897,2-A-1078.jpg,0,0,,12,0,0,,1/10/21
898,2-A-1079.jpg,0,0,,12,0,0,,1/10/21
899,2-A-1080.jpg,0.083333333,0,,12,1,0,,1/10/21
900,2-A-1082.jpg,0.083333333,0,,12,1,0,,1/10/21
901,2-A-1083.jpg,0.166666667,0,,12,2,0,,1/10/21
902,2-A-1084.jpg,0.083333333,0,,12,1,0,,1/10/21
903,2-A-1085.jpg,0,0.083333333,,12,0,1,,1/10/21
904,2-A-1086.jpg,0.166666667,0,,12,2,0,,1/10/21
905,2-A-1087.jpg,0,0,,12,0,0,,1/10/21
906,2-A-1088.jpg,0.083333333,0,,12,1,0,,1/10/21
907,2-A-1089.jpg,0,0.666666667,,12,0,8,,1/10/21
908,2-A-1090.jpg,0,0,,12,0,0,,1/10/21
909,2-A-1091.jpg,0,0.083333333,,12,0,1,,1/10/21
910,2-A-1092.jpg,0,0,,12,0,0,,1/10/21
911,2-A-1093.jpg,0,0,,12,0,0,,1/10/21
912,2-A-1094.jpg,0,0,,12,0,0,,1/10/21
913,2-A-1095.jpg,0,0,,12,0,0,,1/10/21
914,2-A-1096.jpg,0.083333333,0,,12,1,0,,1/10/21
915,2-A-1097.jpg,0.111111111,0,,9,1,0,,1/10/21
916,2-A-1100.jpg,0,0,,7,0,0,,1/10/21
917,2-A-1101.jpg,0.083333333,0,,12,1,0,,1/10/21
918,2-A-1102.jpg,0,0,,12,0,0,,1/10/21
919,2-A-1103.jpg,0,0,,12,0,0,,1/10/21
920,2-A-1104.jpg,0,0,,12,0,0,,1/10/21
921,2-A-1105.jpg,0,0,,12,0,0,inverted seedling,1/10/21
922,2-A-1106.jpg,0,0,,12,0,0,,1/10/21
923,2-A-1108.jpg,0.1,0,,10,1,0,,1/10/21
924,2-A-1109.jpg,0,0,,12,0,0,,1/10/21
925,2-A-1110.jpg,0,0,,12,0,0,,1/10/21
926,2-A-1111.jpg,0,0,,12,0,0,,1/10/21
927,2-A-1112.jpg,0,0,,12,0,0,,1/10/21
928,2-A-1113.jpg,0,0.166666667,,12,0,2,,1/10/21
929,2-A-1114.jpg,0,0,,12,0,0,,1/10/21
930,2-A-1117.jpg,0,0,,12,0,0,,1/10/21
931,2-A-1118.jpg,0,0,,12,0,0,,1/10/21
932,2-A-1119.jpg,0.083333333,0,,12,1,0,,1/10/21
933,2-A-1120.jpg,0.083333333,0,,12,1,0,,1/10/21
934,2-A-1121.jpg,0,0,,12,0,0,,1/10/21
935,2-A-1122.jpg,0,0,,12,0,0,,1/10/21
936,2-A-1123.jpg,0,0,,12,0,0,,1/10/21
937,2-A-1125.jpg,0,0,,12,0,0,,1/10/21
938,2-A-1126.jpg,0,0,,8,0,0,,1/10/21
939,2-A-1127.jpg,0,0,,9,0,0,,1/10/21
940,2-A-1130.jpg,0,0,,12,0,0,,1/10/21
941,2-A-1131.jpg,0,0,,12,0,0,,1/10/21
942,2-A-1132.jpg,0,0.083333333,,12,0,1,,1/10/21
943,2-A-1133.jpg,0.166666667,0,,12,2,0,,1/10/21
944,2-A-1134.jpg,0.083333333,0.25,,12,1,3,,1/10/21
945,2-A-1135.jpg,0,0,,12,0,0,,1/10/21
946,2-A-1136.jpg,0,0,,12,0,0,,1/10/21
947,2-A-1137.jpg,0,0,,12,0,0,,1/10/21
948,2-A-1138.jpg,0,0,,12,0,0,,1/10/21
949,2-A-1139.jpg,0,0,,12,0,0,,1/10/21
950,2-A-1140.jpg,0.166666667,0,,12,2,0,,1/10/21
951,2-A-1141.jpg,0,0,,12,0,0,,1/10/21
952,2-A-1142.jpg,0,0,,12,0,0,,1/10/21
953,2-A-1143.jpg,0.083333333,0,,12,1,0,,1/10/21
954,2-A-1144.jpg,0,0,,12,0,0,,1/10/21
955,2-A-1145.jpg,0.083333333,0,,12,1,0,,1/10/21
956,2-A-1148.jpg,0,0,,12,0,0,,1/10/21
957,2-A-1149.jpg,0,0,,12,0,0,,1/10/21
958,2-A-1150.jpg,0.083333333,0,,12,1,0,,1/10/21
959,2-A-1151.jpg,0,0,,12,0,0,,1/10/21
960,2-A-1152.jpg,0,0,,11,0,0,,1/10/21
1481,4-A-1153.jpg,0.266666667,0,,30,8,0,,1/10/21
1482,4-A-1154.jpg,0,0,,4,0,0,,1/10/21
1483,4-A-1155.jpg,0.533333333,0,,30,16,0,,1/10/21
1484,4-A-1156.jpg,0.233333333,0,,30,7,0,,1/10/21
1485,4-A-1157.jpg,0.2,0,,30,6,0,,1/10/21
1486,4-A-1161.jpg,0.166666667,0,,30,5,0,,1/10/21
1487,4-A-1162.jpg,0.166666667,0,,30,5,0,,1/10/21
1488,4-A-1163.jpg,0.066666667,0,,30,2,0,,1/10/21
1489,4-A-1164.jpg,0.066666667,0.033333333,,30,2,1,,1/10/21
1490,4-A-1165.jpg,0,0,,30,0,0,,1/10/21
1491,4-A-1166.jpg,0,0,,30,0,0,,1/10/21
1492,4-A-1167.jpg,0.137931034,0,,29,4,0,,1/10/21
1493,4-A-1168.jpg,0.2,0,,30,6,0,,1/10/21
1494,4-A-1169.jpg,0.066666667,0,,30,2,0,,1/10/21
1495,4-A-1170.jpg,0.133333333,0,,30,4,0,inverted ,1/10/21
1496,4-A-1171.jpg,0.066666667,0,,30,2,0,,1/10/21
1497,4-A-1172.jpg,0.233333333,0,,30,7,0,wrinkled leaves,1/10/21
1498,4-A-1173.jpg,0.066666667,0,,30,2,0,,1/10/21
1499,4-A-1174.jpg,0.033333333,0.033333333,,30,1,1,,1/10/21
1500,4-A-1175.jpg,0,0.033333333,,30,0,1,,1/10/21
1501,4-A-1176.jpg,0.133333333,0,,30,4,0,,1/10/21
1502,4-A-1177.jpg,0.166666667,0,,30,5,0,,1/10/21
1503,4-A-1179.jpg,0.142857143,0,,7,1,0,,1/10/21
1504,4-A-1180.jpg,0.033333333,0,,30,1,0,,1/10/21
1505,4-A-1181.jpg,0,0,,12,0,0,,1/10/21
1506,4-A-1182.jpg,0.083333333,0,,12,1,0,,1/10/21
1507,4-A-1183.jpg,0.166666667,0,,12,2,0,,1/10/21
1508,4-A-1184.jpg,0,0,,12,0,0,,1/10/21
1509,4-A-1185.jpg,0.083333333,0,,12,1,0,,1/10/21
1510,4-A-1186.jpg,0.25,0,,12,3,0,,1/10/21
1511,4-A-1187.jpg,0.25,0,,12,3,0,,1/10/21
1512,4-A-1188.jpg,0.083333333,0,,12,1,0,,1/10/21
1513,4-A-1189.jpg,0,0,,12,0,0,,1/10/21
1514,4-A-1190.jpg,0,0,,12,0,0,,1/10/21
1515,4-A-1191.jpg,0.083333333,0.083333333,,12,1,1,,1/10/21
1516,4-A-1195.jpg,0,0,,12,0,0,,1/10/21
1517,4-A-1196.jpg,0,0,,12,0,0,,1/10/21
1518,4-A-1197.jpg,0,0,,12,0,0,,1/10/21
1519,4-A-1198.jpg,0,0,,12,0,0,,1/10/21
1520,4-A-1199.jpg,0,0.083333333,,12,0,1,,1/10/21
1521,4-A-1200.jpg,0,0,,12,0,0,,1/10/21
1522,4-A-1201.jpg,0.083333333,0,,12,1,0,,1/10/21
1523,4-A-1202.jpg,0.083333333,0,,12,1,0,,1/10/21
1524,4-A-1203.jpg,0,0,,12,0,0,,1/10/21
1525,4-A-1204.jpg,0,0,,12,0,0,,1/10/21
1526,4-A-1205.jpg,0,0,,12,0,0,,1/10/21
1527,4-A-1206.jpg,0.416666667,0.083333333,,12,5,1,inverted,1/10/21
1528,4-A-1207.jpg,0.777777778,0,,9,7,0,,1/10/21
1529,4-A-1209.jpg,0,0,,12,0,0,,1/10/21
1530,4-A-1211.jpg,0.333333333,0,,12,4,0,,1/10/21
1531,4-A-1212.jpg,0,0,,12,0,0,,1/10/21
1532,4-A-1213.jpg,0,0,,12,0,0,,1/10/21
1533,4-A-1214.jpg,0.083333333,0,,12,1,0,,1/10/21
1534,4-A-1215.jpg,0,0,,12,0,0,,1/10/21
1535,4-A-1216.jpg,0,0,,12,0,0,,1/10/21
1536,4-A-1217.jpg,0.083333333,0,,12,1,0,,1/10/21
1537,4-A-1219.jpg,0.166666667,0.416666667,,12,2,5,inverted,1/10/21
1538,4-A-1221.jpg,0,0,,12,0,0,,1/10/21
1539,4-A-1222.jpg,0,0.333333333,,12,0,4,,1/10/21
1540,4-A-1223.jpg,0.083333333,0,,12,1,0,,1/10/21
1541,4-A-1224.jpg,0,0,,12,0,0,,1/10/21
1542,4-A-1225.jpg,0,0,,12,0,0,,1/10/21
1543,4-A-1226.jpg,0.166666667,0.083333333,,12,2,1,,1/10/21
1544,4-A-1227.jpg,0,0,,12,0,0,,1/10/21
1545,4-A-1228.jpg,0,0,,12,0,0,,1/10/21
1546,4-A-1229.jpg,0,0,,12,0,0,,1/10/21
1547,4-A-1230.jpg,0.083333333,0,,12,1,0,,1/10/21
1548,4-A-1231.jpg,0.083333333,0,,12,1,0,,1/10/21
1549,4-A-1232.jpg,0.333333333,0,,12,4,0,,1/10/21
1550,4-A-1233.jpg,0.083333333,0,,12,1,0,,1/10/21
1551,4-A-1234.jpg,0,0,,12,0,0,,1/10/21
1552,4-A-1235.jpg,0.166666667,0.083333333,,12,2,1,,1/10/21
1553,4-A-1236.jpg,0.083333333,0,,12,1,0,,1/10/21
1554,4-A-1237.jpg,0.083333333,0,,12,1,0,,1/10/21
1555,4-A-1238.jpg,0,0,,12,0,0,,1/10/21
1556,4-A-1239.jpg,0.083333333,0,,12,1,0,,1/10/21
1557,4-A-1240.jpg,0.25,0,,12,3,0,,1/10/21
1558,4-A-1241.jpg,0.083333333,0,,12,1,0,,1/10/21
1559,4-A-1242.jpg,0.083333333,0,,12,1,0,,1/10/21
1560,4-A-1243.jpg,0,0,,12,0,0,,1/10/21
1561,4-A-1244.jpg,0,0,,12,0,0,,1/10/21
1562,4-A-1245.jpg,0,0,,7,0,0,,1/10/21
1563,4-A-1249.jpg,0,0,,12,0,0,,1/10/21
1564,4-A-1250.jpg,0,0,,12,0,0,,1/10/21
1565,4-A-1251.jpg,0.083333333,0,,12,1,0,,1/10/21
1566,4-A-1252.jpg,0,0,,12,0,0,,1/10/21
1567,4-A-1253.jpg,0,0,,12,0,0,,1/10/21
1568,4-A-1254.jpg,0.083333333,0,,12,1,0,,1/10/21
1569,4-A-1255.jpg,0.083333333,0,,12,1,0,,1/10/21
1570,4-A-1256.jpg,0.083333333,0,,12,1,0,,1/10/21
1571,4-A-1257.jpg,0,0,,12,0,0,,1/10/21
1572,4-A-1258.jpg,0.166666667,0.166666667,,12,2,2,,1/10/21
1573,4-A-1259.jpg,0,0,,11,0,0,,1/10/21
1574,4-A-1260.jpg,0,0,,12,0,0,,1/10/21
1575,4-A-1261.jpg,0.083333333,0,,12,1,0,,1/10/21
1576,4-A-1262.jpg,0,0.4,,5,0,2,,1/10/21
1577,4-A-1264.jpg,0.2,0,,5,1,0,,1/10/21
1578,4-A-1267.jpg,0,0,,12,0,0,,1/10/21
1579,4-A-1268.jpg,0.083333333,0,,12,1,0,,1/10/21
1580,4-A-1269.jpg,0,0,,12,0,0,,1/10/21
1581,4-A-1270.jpg,0.083333333,0,,12,1,0,,1/10/21
1582,4-A-1271.jpg,0,0,,12,0,0,,1/10/21
1583,4-A-1272.jpg,0,0,,12,0,0,,1/10/21
1584,4-A-1273.jpg,0,0,,12,0,0,,1/10/21
1585,4-A-1274.jpg,0,0,,12,0,0,,1/10/21
1586,4-A-1275.jpg,0.090909091,0,,11,1,0,,1/10/21
1587,4-A-1276.jpg,0.083333333,0,,12,1,0,,1/10/21
1588,4-A-1277.jpg,0,0,,12,0,0,,1/10/21
1589,4-A-1278.jpg,0,0,,12,0,0,,1/10/21
1590,4-A-1280.jpg,0.083333333,0,,12,1,0,,1/10/21
1591,4-A-1281.jpg,0.25,0,,4,1,0,,1/10/21
1592,4-A-1282.jpg,0,0,,12,0,0,,1/10/21
1593,4-A-1283.jpg,0.083333333,0,,12,1,0,,1/10/21
1594,4-A-1284.jpg,0.083333333,0.166666667,,12,1,2,,1/10/21
1595,4-A-1285.jpg,0,0,,12,0,0,,1/10/21
1596,4-A-1286.jpg,0,0,,5,0,0,,1/10/21
1597,4-A-1287.jpg,0,0,,12,0,0,,1/10/21
1598,4-A-1288.jpg,0,0,,12,0,0,,1/10/21
1599,4-A-1289.jpg,0,0,,12,0,0,,1/10/21
1600,4-A-1290.jpg,0.25,0,,12,3,0,,1/10/21
1601,4-A-1291.jpg,0,0,,12,0,0,,1/10/21
1602,4-A-1292.jpg,0,0,,12,0,0,,1/10/21
1603,4-A-1293.jpg,0.083333333,0,,12,1,0,,1/10/21
1604,4-A-1295.jpg,0,0,,12,0,0,,1/10/21
1605,4-A-1296.jpg,0,0,,12,0,0,,1/10/21
1606,4-A-1297.jpg,0,0,,12,0,0,,1/10/21
1607,4-A-1298.jpg,0,0,,12,0,0,,1/10/21
1608,4-A-1299.jpg,0,0,,12,0,0,,1/10/21
1609,4-A-1300.jpg,0.166666667,0,,12,2,0,,1/10/21
1610,4-A-1301.jpg,0,0.166666667,,12,0,2,yellow/burnt,1/10/21
1611,4-A-1302.jpg,0.166666667,0,,12,2,0,,1/10/21
1612,4-A-1303.jpg,0.25,0,,12,3,0,,1/10/21
1613,4-A-1305.jpg,0.083333333,0,,12,1,0,,1/10/21
1614,4-A-1306.jpg,0,0,,12,0,0,,1/10/21
1615,4-A-1307.jpg,0.083333333,0,,12,1,0,,1/10/21
1616,4-A-1308.jpg,0.083333333,0,,12,1,0,,1/10/21
1617,4-A-1309.jpg,0.166666667,0,,12,2,0,,1/10/21
1618,4-A-1310.jpg,0.25,0,,12,3,0,,1/10/21
1619,4-A-1311.jpg,0.083333333,0,,12,1,0,,1/10/21
1620,4-A-1312.jpg,0,0,,12,0,0,,1/10/21
1621,4-A-1313.jpg,0.181818182,0,,11,2,0,,1/10/21
1622,4-A-1314.jpg,0.166666667,0,,12,2,0,,1/10/21
1623,4-A-1315.jpg,0,0,,12,0,0,,1/10/21
1624,4-A-1316.jpg,0.166666667,0,,12,2,0,,1/10/21
1625,4-A-1317.jpg,0,0,,12,0,0,,1/10/21
1626,4-A-1318.jpg,0.583333333,0,,12,7,0,,1/10/21
1627,4-A-1320.jpg,0,0,,12,0,0,,1/10/21
1628,4-A-1321.jpg,0.166666667,0,,12,2,0,,1/10/21
1629,4-A-1322.jpg,0,0,,12,0,0,,1/10/21
1630,4-A-1323.jpg,0,0,,12,0,0,,1/10/21
1631,4-A-1324.jpg,0,0,,12,0,0,,1/10/21
1632,4-A-1325.jpg,0,0,,12,0,0,,1/10/21
1633,4-A-1326.jpg,0.083333333,0,,12,1,0,,1/10/21
1634,4-A-1327.jpg,0,0,,12,0,0,,1/10/21
1635,4-A-1328.jpg,0.25,0,,12,3,0,,1/10/21
1636,4-A-1329.jpg,0.25,0,,12,3,0,,1/10/21
1637,4-A-1330.jpg,0.083333333,0,,12,1,0,,1/10/21
1638,4-A-1331.jpg,0,0,,12,0,0,,1/10/21
1639,4-A-1332.jpg,0,0,,12,0,0,,1/10/21
1640,4-A-1333.jpg,0,0,,12,0,0,,1/10/21
1641,4-A-1334.jpg,0,0,,12,0,0,,1/10/21
1642,4-A-1335.jpg,0,0.166666667,,12,0,2,,1/10/21
1643,4-A-1336.jpg,0,0,,12,0,0,,1/10/21
1644,4-A-1337.jpg,0,0,,12,0,0,,1/10/21
1645,4-A-1338.jpg,0.083333333,0,,12,1,0,,1/10/21
1646,4-A-1339.jpg,0,0,,12,0,0,,1/10/21
1647,4-A-1340.jpg,0,0,,12,0,0,,1/10/21
1648,4-A-1341.jpg,0,0,,12,0,0,,1/10/21
1649,4-A-1342.jpg,0.083333333,0,,12,1,0,,1/10/21
1650,4-A-1343.jpg,0.083333333,0,,12,1,0,,1/10/21
1651,4-A-1344.jpg,0.166666667,0,,12,2,0,,1/10/21
1652,4-A-1345.jpg,0.25,0,,12,3,0,,1/10/21
1653,4-A-1346.jpg,0.25,0,,12,3,0,,1/10/21
1654,4-A-1347.jpg,0.083333333,0.083333333,,12,1,1,,1/10/21
1655,4-A-1348.jpg,0.083333333,0,,12,1,0,,1/10/21
1656,4-A-1349.jpg,0.25,0,,12,3,0,,1/10/21
1657,4-A-1350.jpg,0.25,0,,12,3,0,,1/10/21
1658,4-A-1351.jpg,0.083333333,0.333333333,,12,1,4,,1/10/21
1659,4-A-1353.jpg,0.083333333,0,,12,1,0,,1/10/21
1660,4-A-1354.jpg,0.166666667,0,,12,2,0,,1/10/21
1661,4-A-1355.jpg,0,0,,12,0,0,,1/10/21
1662,4-A-1356.jpg,0.083333333,0,,12,1,0,,1/10/21
1663,4-A-1357.jpg,0.166666667,0,,12,2,0,,1/10/21
1664,4-A-1358.jpg,0,0,,12,0,0,,1/10/21
1665,4-A-1359.jpg,0,0,,12,0,0,,1/10/21
1666,4-A-1360.jpg,0.166666667,0,,12,2,0,,1/10/21
1667,4-A-1361.jpg,0.083333333,0,,12,1,0,,1/10/21
1668,4-A-1362.jpg,0.166666667,0,,12,2,0,,1/10/21
1669,4-A-1363.jpg,0.083333333,0,,12,1,0,,1/10/21
1670,4-A-1364.jpg,0,0,,12,0,0,,1/10/21
1671,4-A-1365.jpg,0.25,0,,12,3,0,,1/10/21
1672,4-A-1366.jpg,0.083333333,0,,12,1,0,,1/10/21
1673,4-A-1367.jpg,0.166666667,0,,12,2,0,,1/10/21
1674,4-A-1368.jpg,0,0,,12,0,0,,1/10/21
1675,4-A-1369.jpg,0,0,,12,0,0,,1/10/21
1676,4-A-1371.jpg,0.25,0,,12,3,0,,1/10/21
1677,4-A-1372.jpg,0.083333333,0,,12,1,0,,1/10/21
1678,4-A-1373.jpg,0.25,0,,12,3,0,,1/10/21
1679,4-A-1374.jpg,0.083333333,0.083333333,,12,1,1,,1/10/21
1680,4-A-1375.jpg,0,0,,12,0,0,,1/10/21
1681,4-A-1376.jpg,0.25,0,,12,3,0,,1/10/21
1682,4-A-1377.jpg,0.083333333,0,,12,1,0,,1/10/21
1683,4-A-1378.jpg,0,0,,12,0,0,,1/10/21
1684,4-A-1379.jpg,0.222222222,0,,9,2,0,,1/10/21
1685,4-A-1382.jpg,0,0,,3,0,0,,1/10/21
1686,4-A-1383.jpg,0,0,,12,0,0,,1/10/21
1687,4-A-1384.jpg,0.083333333,0,,12,1,0,,1/10/21
1688,4-A-1385.jpg,0.25,0,,12,3,0,,1/10/21
1689,4-A-1386.jpg,0.333333333,0,,12,4,0,,1/10/21
1690,4-A-1387.jpg,0,0,,12,0,0,,1/10/21
1691,4-A-1388.jpg,0.083333333,0,,12,1,0,,1/10/21
1692,4-A-1389.jpg,0.083333333,0,,12,1,0,,1/10/21
1693,4-A-1390.jpg,0.25,0,,12,3,0,,1/10/21
1694,4-A-1391.jpg,0.25,0.083333333,,12,3,1,,1/10/21
1695,4-A-1393.jpg,0.166666667,0,,12,2,0,,1/10/21
1696,4-A-1394.jpg,0.083333333,0,,12,1,0,,1/10/21
1697,4-A-1395.jpg,0.083333333,0,,12,1,0,,1/10/21
1698,4-A-1396.jpg,0,0.25,,12,0,3,,1/10/21
1699,4-A-1397.jpg,0.083333333,0.25,,12,1,3,,1/10/21
1700,4-A-1398.jpg,0,0.083333333,,12,0,1,,1/10/21
1701,4-A-1399.jpg,0.083333333,0.333333333,,12,1,4,,1/10/21
1702,4-A-1400.jpg,0,0.166666667,,12,0,2,,1/10/21
1703,4-A-1401.jpg,0,0,,12,0,0,,1/10/21
1704,4-A-1402.jpg,0,0.166666667,,12,0,2,,1/10/21
1705,4-A-1403.jpg,0,0,,12,0,0,,1/10/21
1706,4-A-1404.jpg,0.25,0,,12,3,0,,1/10/21
1707,4-A-1405.jpg,0.272727273,0,,11,3,0,,1/10/21
1708,4-A-1406.jpg,0,0,,12,0,0,,1/10/21
1709,4-A-1407.jpg,0.083333333,0.166666667,,12,1,2,,1/10/21
1710,4-A-1408.jpg,0.083333333,0.333333333,,12,1,4,,1/10/21
1711,4-A-1409.jpg,0,0,,12,0,0,,1/10/21
1712,4-A-1410.jpg,0,0,,12,0,0,,1/10/21
1713,4-A-1412.jpg,0,0,,12,0,0,,1/10/21
1714,4-A-1413.jpg,0,0,,12,0,0,,1/10/21
1715,4-A-1414.jpg,0.083333333,0,,12,1,0,,1/10/21
1716,4-A-1415.jpg,0.083333333,0.25,,12,1,3,,1/10/21
1717,4-A-1416.jpg,0.272727273,0,,11,3,0,,1/10/21
1718,4-A-1417.jpg,0,0,,12,0,0,,1/10/21
1719,4-A-1418.jpg,0,0,,12,0,0,,1/10/21
1720,4-A-1419.jpg,0,0,,12,0,0,,1/10/21
1721,4-A-1420.jpg,0,0,,12,0,0,,1/10/21
1722,4-A-1421.jpg,0,0,,12,0,0,,1/10/21
1723,4-A-1422.jpg,0,0,,12,0,0,,1/10/21
1724,4-A-1423.jpg,0.083333333,0,,12,1,0,,1/10/21
1725,4-A-1424.jpg,0.083333333,0,,12,1,0,,1/10/21
1726,4-A-1425.jpg,0,0,,12,0,0,,1/10/21
1727,4-A-1429.jpg,0.25,0,,12,3,0,,1/10/21
1728,4-A-1431.jpg,0,0,,12,0,0,,1/10/21
