original_order,Image_name,prop_ungerminated,prop_chlorotic,,number_seeds,ungerminated_seeds,chlorotic_seedlings,anything_else_interesting,date
2067,5-B-0138.jpg,0,0,,12,0,0,"2 without shoot, long root",12/7/2020 18:50:09
2068,5-B-0139.jpg,0.083333333,0,,12,1,0,,12/7/2020 18:50:28
2069,5-B-0140.jpg,0.75,0,,12,9,0,,12/7/2020 18:50:43
2070,5-B-0141.jpg,0.333333333,0,,12,4,0,,12/7/2020 18:51:00
2071,5-B-0142.jpg,0,0,,12,0,0,"2 without shoot long root, one lighter green but not quite chlorotic?",12/7/2020 18:51:19
2072,5-B-0143.jpg,0.083333333,0,,12,1,0,,12/7/2020 18:51:47
2073,5-B-0144.jpg,0.666666667,0,,12,8,0,,12/7/2020 18:52:06
2074,5-B-0145.jpg,0,0,,12,0,0,,12/7/2020 18:52:19
2075,5-B-0146.jpg,0.083333333,0,,12,1,0,,12/7/2020 18:52:33
2076,5-B-0147.jpg,0.083333333,0,,12,1,0,,12/7/2020 18:52:47
2077,5-B-0148.jpg,0.166666667,0,,12,2,0,,12/7/2020 18:53:03
2078,5-B-0149.jpg,0.25,0,,12,3,0,,12/7/2020 18:53:21
2079,5-B-0150.jpg,0,0,,12,0,0,,12/7/2020 18:53:36
2080,5-B-0151.jpg,0,0,,12,0,0,,12/7/2020 18:53:49
2081,5-B-0152.jpg,0.333333333,0,,12,4,0,,12/7/2020 18:54:05
2082,5-B-0153.jpg,0.083333333,0,,12,1,0,,12/7/2020 18:54:27
2083,5-B-0154.jpg,0.083333333,0,,12,1,0,one without shoot only root,12/7/2020 18:54:42
2084,5-B-0155.jpg,0,0,,12,0,0,,12/7/2020 18:55:01
2085,5-B-0156.jpg,0.615384615,0,,13,8,0,moldy,12/7/2020 18:55:28
2086,5-B-0157.jpg,0.083333333,0,,12,1,0,,12/7/2020 18:55:46
2087,5-B-0158.jpg,0.25,0,,12,3,0,variation in red,12/7/2020 18:56:04
2088,5-B-0159.jpg,0.083333333,0,,12,1,0,,12/7/2020 18:56:56
2089,5-B-0160.jpg,0,0,,12,0,0,"one root only, one shoot only",
2090,5-B-0161.jpg,0.416666667,0,,12,5,0,three root only,12/7/2020 20:33:04
2091,5-B-0162.jpg,0.166666667,0,,12,2,0,one spiral,12/7/2020 20:33:33
2092,5-B-0163.jpg,0,0,,12,0,0,one borderline nongerminant,12/7/2020 20:34:11
2093,5-B-0164.jpg,0,0,,12,0,0,one no shoot long root,12/7/2020 20:34:36
2094,5-B-0165.jpg,0.25,0,,12,3,0,two spiral strange branching,12/7/2020 20:35:37
2095,5-B-0166.jpg,0,0,,12,0,0,,12/7/2020 20:36:11
2096,5-B-0167.jpg,0,0,,12,0,0,,12/7/2020 20:36:29
2097,5-B-0168.jpg,0,0,,12,0,0,one no shoot,12/7/2020 20:36:44
2098,5-B-0169.jpg,0,0,,12,0,0,,12/7/2020 20:37:16
2099,5-B-0170.jpg,0,0,,12,0,0,,12/7/2020 20:37:28
2100,5-B-0171.jpg,0,0.5,,12,0,6,,12/7/2020 20:38:28
2101,5-B-0172.jpg,0,0,,12,0,0,two root only,12/7/2020 20:38:43
2102,5-B-0173.jpg,0,0,,12,0,0,,12/7/2020 20:39:04
2103,5-B-0174.jpg,0,0,,12,0,0,one root only,12/7/2020 20:39:18
2104,5-B-0175.jpg,0,0,,12,0,0,"three red shoot, one no shoot",12/7/2020 20:39:40
2105,5-B-0176.jpg,0,0,,12,0,0,three red shoot,12/7/2020 20:40:00
2106,5-B-0177.jpg,0,0,,12,0,0,"two red shoot, one no shoot",12/7/2020 20:40:21
2107,5-B-0178.jpg,0,0,,12,0,0,"four red shoot, one no shoot",12/7/2020 20:40:45
2108,5-B-0179.jpg,0,0,,12,0,0,two no shoot,12/7/2020 20:41:17
2109,5-B-0180.jpg,0,0,,12,0,0,three puny shoots,12/7/2020 20:41:36
2110,5-B-0181.jpg,0.083333333,0,,12,1,0,,12/7/2020 20:42:05
2111,5-B-0182.jpg,0,0,,12,0,0,two no shoot,12/7/2020 20:42:19
2112,5-B-0183.jpg,0.166666667,0,,12,2,0,,12/7/2020 20:42:35
2113,5-B-0184.jpg,0,0,,12,0,0,one no shoot,12/7/2020 20:42:49
2114,5-B-0185.jpg,0,0,,12,0,0,one no shoot,12/7/2020 20:43:06
2115,5-B-0186.jpg,0,0,,12,0,0,,12/7/2020 20:43:22
2116,5-B-0187.jpg,0,0,,12,0,0,,12/7/2020 20:43:36
2117,5-B-0188.jpg,0,0,,12,0,0,,12/7/2020 20:43:52
2118,5-B-0189.jpg,0.333333333,0,,12,4,0,one no shoot,12/7/2020 20:45:11
2119,5-B-0190.jpg,0,0,,12,0,0,two spiraly,12/7/2020 20:45:38
2120,5-B-0191.jpg,0.166666667,0,,12,2,0,,12/7/2020 20:45:59
2121,5-B-0192.jpg,0.333333333,0.166666667,,12,4,2,,12/7/2020 20:46:19
2122,5-B-0193.jpg,0.083333333,0,,12,1,0,one gravitropism,12/7/2020 20:46:40
2123,5-B-0194.jpg,0,0,,12,0,0,one no shoot,12/7/2020 20:47:01
2124,5-B-0195.jpg,0,0,,12,0,0,,12/7/2020 20:47:23
2125,5-B-0196.jpg,0,0,,12,0,0,one gravitropism,12/7/2020 20:47:46
2126,5-B-0197.jpg,0,0,,12,0,0,,12/7/2020 20:48:05
2127,5-B-0198.jpg,0,0,,12,0,0,,12/7/2020 20:48:19
2128,5-B-0199.jpg,0.083333333,0,,12,1,0,,12/7/2020 20:48:35
2129,5-B-0200.jpg,0,0,,12,0,0,,12/7/2020 20:48:51
2130,5-B-0201.jpg,0.083333333,0,,12,1,0,two yellow/green,12/7/2020 20:49:10
2131,5-B-0202.jpg,0,0,,12,0,0,,12/7/2020 20:49:35
2132,5-B-0203.jpg,0,0.083333333,,12,0,1,very white chlorotic,12/7/2020 20:49:55
2133,5-B-0204.jpg,0,0,,12,0,0,,12/7/2020 20:50:24
2134,5-B-0205.jpg,0.166666667,0,,12,2,0,,12/7/2020 20:50:44
2135,5-B-0206.jpg,0,0,,12,0,0,,12/7/2020 20:51:00
2136,5-B-0207.jpg,0.083333333,0,,12,1,0,,12/7/2020 20:51:14
2137,5-B-0208.jpg,0,0,,12,0,0,one no shoot,12/7/2020 20:51:31
2138,5-B-0209.jpg,0,0.333333333,,12,0,4,"one no shoot, chlorotic very white",12/7/2020 20:52:09
2139,5-B-0210.jpg,0,0,,12,0,0,,12/7/2020 20:54:07
2140,5-B-0211.jpg,0,0,,12,0,0,,12/7/2020 20:54:23
2141,5-B-0212.jpg,0,0,,12,0,0,,12/7/2020 20:54:37
2142,5-B-0213.jpg,0,0,,12,0,0,,12/7/2020 20:54:52
2143,5-B-0214.jpg,0.166666667,0,,12,2,0,,12/7/2020 20:55:11
2144,5-B-0215.jpg,0,0,,12,0,0,,12/7/2020 20:55:25
2145,5-B-0216.jpg,0.083333333,0,,12,1,0,,12/7/2020 20:55:43
2146,5-B-0217.jpg,0,0,,12,0,0,,12/7/2020 20:56:12
2147,5-B-0218.jpg,0,0,,12,0,0,one no shoot,12/7/2020 20:56:26
2148,5-B-0219.jpg,0.166666667,0,,12,2,0,two no shoot,12/7/2020 20:56:48
2149,5-B-0220.jpg,0.166666667,0,,12,2,0,,12/7/2020 20:57:08
2150,5-B-0221.jpg,0,0,,12,0,0,,12/7/2020 20:57:29
2151,5-B-0222.jpg,0,0.333333333,,12,0,4,really white chlorotic,12/7/2020 20:57:46
2152,5-B-0223.jpg,0,0.083333333,,12,0,1,,12/7/2020 20:58:07
2153,5-B-0224.jpg,0.083333333,0,,12,1,0,,12/7/2020 20:58:29
2154,5-B-0225.jpg,0,0,,12,0,0,1 really slow growing,12/7/2020 20:58:48
2155,5-B-0226.jpg,0.083333333,0.166666667,,12,1,2,yellowish chlorotic,12/7/2020 20:59:12
2156,5-B-0227.jpg,0,0,,12,0,0,,12/7/2020 21:03:12
2157,5-B-0228.jpg,0.083333333,0,,12,1,0,,12/7/2020 21:03:29
2158,5-B-0229.jpg,0,0,,12,0,0,two no shoot,12/7/2020 21:03:54
2159,5-B-0230.jpg,0.083333333,0,,12,1,0,,12/7/2020 22:42:07
2160,5-B-0231.jpg,0,0,,12,0,0,,12/7/2020 22:42:22
2161,5-B-0232.jpg,0,0,,12,0,0,,12/7/2020 22:42:35
2162,5-B-0233.jpg,0,0,,12,0,0,,12/7/2020 22:42:51
2163,5-B-0234.jpg,0,0,,12,0,0,,12/7/2020 22:43:06
2164,5-B-0235.jpg,0,0,,12,0,0,,12/7/2020 22:43:20
2165,5-B-0236.jpg,0,0,,12,0,0,moldy one lacking root one lacking shoot,12/7/2020 22:43:37
2166,5-B-0237.jpg,0.083333333,0,,12,1,0,,12/7/2020 22:44:01
2167,5-B-0238.jpg,0,0,,12,0,0,,12/7/2020 22:44:18
2168,5-B-0239.jpg,0,0,,12,0,0,,12/7/2020 22:44:32
2169,5-B-0240.jpg,0,0,,12,0,0,one spiraly,12/7/2020 22:44:50
2170,5-B-0241.jpg,0,0,,12,0,0,one root only,12/7/2020 22:45:11
2171,5-B-0242.jpg,0,0,,12,0,0,,12/7/2020 22:45:31
2172,5-B-0243.jpg,0.083333333,0.166666667,,12,1,2,,12/7/2020 22:45:52
2173,5-B-0244.jpg,0,0,,12,0,0,,12/7/2020 22:46:05
2174,5-B-0245.jpg,0,0,,12,0,0,,12/7/2020 22:46:21
2175,5-B-0246.jpg,0,0,,12,0,0,2 wothout shoot,12/7/2020 22:47:57
2176,5-B-0247.jpg,0.083333333,0.083333333,,12,1,1,,12/7/2020 22:48:14
2177,5-B-0248.jpg,0,0,,12,0,0,"one without root, one without shoot",12/7/2020 22:48:32
2178,5-B-0249.jpg,0.083333333,0,,12,1,0,,12/7/2020 22:48:52
2179,5-B-0250.jpg,0,0,,12,0,0,,12/7/2020 22:49:07
2180,5-B-0251.jpg,0.333333333,0.083333333,,12,4,1,one without shoot,12/7/2020 22:49:25
2181,5-B-0252.jpg,0,0,,12,0,0,,12/7/2020 22:49:41
2182,5-B-0253.jpg,0,0,,12,0,0,,12/7/2020 22:49:59
2183,5-B-0254.jpg,0,0,,12,0,0,,12/7/2020 22:50:12
2184,5-B-0255.jpg,0,0,,12,0,0,,12/7/2020 22:50:25
2185,5-B-0256.jpg,0.083333333,0.083333333,,12,1,1,,12/7/2020 22:50:40
2186,5-B-0257.jpg,0.25,0,,12,3,0,,12/7/2020 22:50:54
2187,5-B-0258.jpg,0.083333333,0,,12,1,0,,12/7/2020 22:51:10
2188,5-B-0259.jpg,0,0,,12,0,0,,12/7/2020 22:51:22
2189,5-B-0260.jpg,0.083333333,0,,12,1,0,,12/7/2020 22:51:34
2190,5-B-0261.jpg,0.083333333,0.166666667,,12,1,2,,12/7/2020 22:51:51
2191,5-B-0262.jpg,0,0,,12,0,0,,12/7/2020 22:52:05
2192,5-B-0263.jpg,0.083333333,0.166666667,,12,1,2,,12/7/2020 22:52:19
2193,5-B-0264.jpg,0.083333333,0.416666667,,12,1,5,one without shoot,12/7/2020 22:52:41
2194,5-B-0265.jpg,0,0,,12,0,0,,12/7/2020 22:53:02
2195,5-B-0266.jpg,0.083333333,0,,12,1,0,,12/7/2020 22:53:18
2196,5-B-0267.jpg,0,0,,12,0,0,one without shoot,12/7/2020 22:53:41
2197,5-B-0268.jpg,0,0,,12,0,0,,12/7/2020 22:53:52
2198,5-B-0269.jpg,0.083333333,0,,12,1,0,two without shoot,12/7/2020 22:54:06
2199,5-B-0270.jpg,0,0.083333333,,12,0,1,yellowish,12/7/2020 22:54:24
2200,5-B-0271.jpg,0,0.25,,12,0,3,,12/7/2020 22:54:46
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
